"interactorB.id"	"interactorB.approvedSymbol"	"score"	"interactionEvidenceEntries"	"gene"	"biologicalRole"
ENSG00000175866	BAIAP2	0.63	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000143340	FAM163A	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000175866	BAIAP2	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000125409	TEKT3	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000128185	DGCR6L	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000186930	KRTAP6-2	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000109255	NMU	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000102145	GATA1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000239306	RBM14	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000244362	KRTAP19-7	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000126768	TIMM17B	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000010165	METTL13	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000135316	SYNCRIP	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000143845	ETNK2	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000241404	EGFL8	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000145779	TNFAIP8	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000212864	RNF208	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000173421	IHO1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000259305	ZHX1-C8orf76	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000165655	ZNF503	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000136940	PDCL	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000101945	SUV39H1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000173914	RBM4B	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000095539	SEMA4G	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000183255	PTTG1IP	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000079102	RUNX1T1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000184402	SS18L1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000104413	ESRP1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000167965	MLST8	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000106070	GRB10	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000196388	INCA1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000171722	SPATA46	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000069011	PITX1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000137760	ALKBH8	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000172349	IL16	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000133687	TMTC1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000187045	TMPRSS6	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000073756	PTGS2	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000134575	ACP2	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000054282	SDCCAG8	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000185359	HGS	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000185386	MAPK11	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000249481	SPATS1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000076321	KLHL20	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000162148	SAXO4	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000137161	CNPY3	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000159674	SPON2	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000186970	KRTAP15-1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000204873	KRTAP9-3	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000127445	PIN1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000198373	WWP2	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000164896	FASTK	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000167685	ZNF444	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000144681	STAC	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000196372	ASB13	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000171916	LGALS9C	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000163467	TSACC	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000167615	LENG8	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000186153	WWOX	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000162585	FAAP20	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000173991	TCAP	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000136485	DCAF7	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000104413	ESRP1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000105829	BET1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000064961	HMG20B	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000182919	C11orf54	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000107882	SUFU	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000175866	BAIAP2	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000078053	AMPH	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000187796	CARD9	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000134198	TSPAN2	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000187678	SPRY4	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000135604	STX11	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000059145	UNKL	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000181513	ACBD4	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000149792	MRPL49	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000131143	COX4I1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000143507	DUSP10	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000078328	RBFOX1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000160883	HK3	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000092140	G2E3	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000167037	SGSM1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000162761	LMX1A	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000169813	HNRNPF	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000101019	UQCC1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000185246	PRPF39	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000186965	KRTAP19-2	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000183011	NAA38	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000036672	USP2	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000145832	SLC25A48	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000203737	GPR52	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000162869	PPP1R21	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000140320	BAHD1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000115970	THADA	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000131467	PSME3	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000205426	KRT81	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000090273	NUDC	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000149380	P4HA3	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000221864	KRTAP12-2	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000164093	PITX2	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000002834	LASP1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000158246	TENT5B	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000064218	DMRT3	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000143549	TPM3	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000063046	EIF4B	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000170421	KRT8	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000183640	KRTAP8-1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000196470	SIAH1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000013297	CLDN11	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000126785	RHOJ	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000090659	CD209	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000103811	CTSH	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000177468	OLIG3	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000176720	BOK	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000196363	WDR5	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000099817	POLR2E	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000120094	HOXB1	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000138131	LOXL4	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000109787	KLF3	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000196440	ARMCX4	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000173933	RBM4	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000050730	TNIP3	0.56	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000196470	SIAH1	0.55	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000078328	RBFOX1	0.51	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000052126	PLEKHA5	0.51	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000087077	TRIP6	0.51	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000182944	EWSR1	0.49	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000188313	PLSCR1	0.49	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000131467	PSME3	0.49	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000137693	YAP1	0.44	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000168916	ZNF608	0.44	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000166401	SERPINB8	0.40	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000140092	FBLN5	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000101040	ZMYND8	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000182809	CRIP2	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000156650	KAT6B	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000163743	RCHY1	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000130038	CRACR2A	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000151849	CENPJ	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000204463	BAG6	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000165699	TSC1	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000197971	MBP	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000104936	DMPK	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000167615	LENG8	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000142798	HSPG2	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000090006	LTBP4	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000081479	LRP2	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000083168	KAT6A	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000157110	RBPMS	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000182872	RBM10	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000166348	USP54	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000090539	CHRD	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000162591	MEGF6	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000111676	ATN1	0.37	 4	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000106479	ZNF862	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000134287	ARF3	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000079102	RUNX1T1	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000142599	RERE	0.37	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000184613	NELL2	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000188157	AGRN	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000100567	PSMA3	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000198373	WWP2	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000114416	FXR1	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000172638	EFEMP2	0.37	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000101901	ALG13	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000143369	ECM1	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000049323	LTBP1	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000146830	GIGYF1	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000071051	NCK2	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000213416	KRTAP4-12	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000123124	WWP1	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000067191	CACNB1	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000129245	FXR2	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000104964	TLE5	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000115380	EFEMP1	0.37	 3	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000105429	MEGF8	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000112559	MDFI	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000141959	PFKL	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000184916	JAG2	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000166263	STXBP4	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000094796	KRT31	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000179562	GCC1	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000187122	SLIT1	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000004975	DVL2	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000214655	ZSWIM8	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000077942	FBLN1	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000100320	RBFOX2	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000157890	MEGF11	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000099139	PCSK5	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000181788	SIAH2	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000251322	SHANK3	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000204469	PRRC2A	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
NA	NA	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000092098	RNF31	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000129993	CBFA2T3	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000175325	PROP1	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000116871	MAP7D1	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000162298	SYVN1	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000078699	CBFA2T2	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000163520	FBLN2	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000165973	NELL1	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000164080	RAD54L2	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000288701	PRRC2B	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000076382	SPAG5	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000030582	GRN	0.37	 2	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000129566	TEP1	0.37	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000197283	SYNGAP1	0.35	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000117222	RBBP5	0.35	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000158321	AUTS2	0.35	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000126581	BECN1	0.35	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000164458	TBXT	0.27	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000170374	SP7	0.27	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000169083	AR	0.27	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000107807	TLX1	0.27	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000198807	PAX9	0.27	 1	"ATN1"	"A:unspecified role, B:unspecified role"
ENSG00000108953	YWHAE	0.92	15	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000124788	ATXN1	0.90	20	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000164924	YWHAZ	0.88	13	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000127191	TRAF2	0.86	14	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000142698	C1orf94	0.86	18	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000128245	YWHAH	0.84	10	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000158246	TENT5B	0.83	11	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000079432	CIC	0.82	 9	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000104413	ESRP1	0.81	12	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000100320	RBFOX2	0.79	10	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000265763	ZNF488	0.78	 9	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000167193	CRK	0.77	 9	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000135482	ZC3H10	0.76	 7	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000196843	ARID5A	0.74	 9	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000134308	YWHAQ	0.74	 5	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000166913	YWHAB	0.74	 5	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000112773	TENT5A	0.74	 5	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000173991	TCAP	0.74	 8	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000182149	IST1	0.72	 9	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000147642	SYBU	0.72	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000157110	RBPMS	0.72	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000166348	USP54	0.72	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000165171	METTL27	0.72	 9	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000187583	PLEKHN1	0.72	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000134072	CAMK1	0.72	12	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000002834	LASP1	0.72	 9	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000170027	YWHAG	0.71	 4	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000172977	KAT5	0.71	 9	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000163959	SLC51A	0.70	 8	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000119401	TRIM32	0.70	 5	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000167005	NUDT21	0.70	 8	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000117153	KLHL12	0.70	 8	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000172638	EFEMP2	0.70	 8	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000165156	ZHX1	0.70	11	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000112343	TRIM38	0.70	 5	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000172757	CFL1	0.70	11	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000157110	RBPMS	0.70	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000113558	SKP1	0.70	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000170291	ELP5	0.70	 8	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000177565	TBL1XR1	0.70	 6	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000129128	SPCS3	0.67	 4	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000078902	TOLLIP	0.67	 7	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000103423	DNAJA3	0.67	 7	"ATXN1"	"A:unspecified role, B:unspecified role"
ENSG00000070476	ZXDC	0.67	 7	"ATXN1"	"A:unspecified role, B:unspecified role"
