"interactorB.id"	"interactorB.approvedSymbol"	"score"	"interactionEvidenceEntries"	"gene"	"biologicalRole"
ENSG00000134086	VHL	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000160202	CRYAA	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000068001	HYAL2	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000010810	FYN	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000186462	NAP1L2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000077458	FAM76B	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000134324	LPIN1	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000119541	VPS4B	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000125912	NCLN	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000111057	KRT18	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000154319	FAM167A	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000276180	H4C9	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000182636	NDN	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000205302	SNX2	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000135090	TAOK3	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000147416	ATP6V1B2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000136560	TANK	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000174804	FZD4	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000187037	GPR141	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000145675	PIK3R1	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000259305	ZHX1-C8orf76	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000112981	NME5	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000071553	ATP6AP1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000071082	RPL31	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000100429	HDAC10	0.56	21	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000116251	RPL22	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000197837	H4C16	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000171989	LDHAL6B	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000198573	SPANXC	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000196220	SRGAP3	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000108021	TASOR2	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000143379	SETDB1	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000118922	KLF12	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000106772	PRUNE2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000156976	EIF4A2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000176014	TUBB6	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000101310	SEC23B	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000091140	DLD	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000137752	CASP1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000100603	SNW1	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000183674	LINC00518	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000109083	IFT20	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000172977	KAT5	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000147257	GPC3	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000187855	ASCL4	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000099260	PALMD	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000131914	LIN28A	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000138777	PPA2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000154511	DIPK1A	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000133731	IMPA1	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000198945	L3MBTL3	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000125755	SYMPK	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000125945	ZNF436	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000089685	BIRC5	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000164105	SAP30	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000188375	H3-5	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000176302	FOXR1	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000068028	RASSF1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000160602	NEK8	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000116459	ATP5PB	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000168591	TMUB2	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000111669	TPI1	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000078967	UBE2D4	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000104879	CKM	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000158710	TAGLN2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000116157	GPX7	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000114446	IFT57	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000183161	FANCF	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000164418	GRIK2	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000196230	TUBB	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000160584	SIK3	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000116288	PARK7	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000078114	NEBL	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000158828	PINK1	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000003756	RBM5	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000275111	ZNF2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000183831	ANKRD45	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000137575	SDCBP	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000108256	NUFIP2	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000143171	RXRG	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000158246	TENT5B	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000172379	ARNT2	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000197019	SERTAD1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000157450	RNF111	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000270276	H4C15	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000204334	ERICH2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000165156	ZHX1	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000198728	LDB1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000127191	TRAF2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000131469	RPL27	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000175115	PACS1	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000167552	TUBA1A	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000163875	MEAF6	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000100151	PICK1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000175084	DES	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000129173	E2F8	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000141385	AFG3L2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000137968	SLC44A5	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000149925	ALDOA	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000182944	EWSR1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000143067	ZNF697	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000159720	ATP6V0D1	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000106852	LHX6	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000162366	PDZK1IP1	0.56	21	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000168477	TNXB	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000126882	FAM78A	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000157020	SEC13	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000148341	SH3GLB2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000178175	ZNF366	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000066117	SMARCD1	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000203811	H3C14	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000122417	ODF2L	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000233608	TWIST2	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000163958	ZDHHC19	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000257949	TEN1	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000133687	TMTC1	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000125755	SYMPK	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000136274	NACAD	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000171056	SOX7	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000277157	H4C4	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000139278	GLIPR1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000119203	CPSF3	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000119703	ZC2HC1C	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000187778	MCRS1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000129128	SPCS3	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000120549	KIAA1217	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000165806	CASP7	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000277791	PSMB3	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000204389	HSPA1A	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000140990	NDUFB10	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000088451	TGDS	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000140688	RUSF1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000189367	KIAA0408	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000197584	KCNMB2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000125656	CLPP	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000020426	MNAT1	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000087087	SRRT	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000173548	SNX33	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000120438	TCP1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000122691	TWIST1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000094631	HDAC6	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000076321	KLHL20	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000183258	DDX41	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000142698	C1orf94	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000167384	ZNF180	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000070190	DAPP1	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000131143	COX4I1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000153790	SPMIP4	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000136560	TANK	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000258713	C20orf141	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000163993	S100P	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000125354	SEPTIN6	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000183715	OPCML	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000112237	CCNC	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000087087	SRRT	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000168395	ING5	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000092140	G2E3	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000131165	CHMP1A	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000143947	RPS27A	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000181092	ADIPOQ	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000129422	MTUS1	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000114988	LMAN2L	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000123240	OPTN	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000173011	TADA2B	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000169057	MECP2	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000196504	PRPF40A	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000095787	WAC	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000183431	SF3A3	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000139055	ERP27	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000146457	WTAP	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000179632	MAF1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000118260	CREB1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000107960	STN1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000125977	EIF2S2	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000072182	ASIC4	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000167528	ZNF641	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000162402	USP24	0.56	21	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000101349	PAK5	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000150753	CCT5	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000165171	METTL27	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000103266	STUB1	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000054179	ENTPD2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000120149	MSX2	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000138080	EMILIN1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000169683	LRRC45	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000112306	RPS12	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000125148	MT2A	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000064195	DLX3	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000186951	PPARA	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000166582	CENPV	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000142330	CAPN10	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000198692	EIF1AY	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000138794	CASP6	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	21	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000178149	DALRD3	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000099956	SMARCB1	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000182040	USH1G	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000196734	LCE1B	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000172172	MRPL13	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000105518	TMEM205	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000198373	WWP2	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000275713	H2BC9	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000204655	MOG	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000151023	ENKUR	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
NA	NA	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000101290	CDS2	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000106460	TMEM106B	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000198742	SMURF1	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000107819	SFXN3	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000172062	SMN1	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000152234	ATP5F1A	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000011295	TTC19	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000066248	NGEF	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000149507	OOSP2	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000012048	BRCA1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000213397	HAUS7	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000125733	TRIP10	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000147027	TMEM47	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000118579	MED28	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000125962	ARMCX5	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000188290	HES4	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000277586	NEFL	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000185753	CXorf38	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000130724	CHMP2A	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000130985	UBA1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000104964	TLE5	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000148297	MED22	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000100216	TOMM22	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000198939	ZFP2	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000123349	PFDN5	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000256269	HMBS	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000145990	GFOD1	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000197061	H4C3	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000111737	RAB35	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000187510	PLEKHG7	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000115239	ASB3	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000115380	EFEMP1	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000145912	NHP2	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000181634	TNFSF15	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000184162	NR2C2AP	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000137098	SPAG8	0.56	18	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000146085	MMUT	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000136535	TBR1	0.56	12	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000113312	TTC1	0.56	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000186591	UBE2H	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000165325	DEUP1	0.56	15	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000070367	EXOC5	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000183640	KRTAP8-1	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000072201	LNX1	0.56	 6	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000089335	ZNF302	0.56	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000134996	OSTF1	0.55	 5	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000113649	TCERG1	0.55	 9	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000147526	TACC1	0.55	 4	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000145675	PIK3R1	0.55	 7	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000135148	TRAFD1	0.55	 5	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000171617	ENC1	0.54	 4	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000145335	SNCA	0.54	 4	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000173227	SYT12	0.53	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000167986	DDB1	0.53	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000137502	RAB30	0.53	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000130830	MPP1	0.53	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000124104	SNX21	0.53	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000156642	NPTN	0.53	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000185149	NPY2R	0.53	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000165475	CRYL1	0.53	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000189403	HMGB1	0.52	13	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000171402	XAGE3	0.51	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000140382	HMG20A	0.51	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000185591	SP1	0.51	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000070061	ELP1	0.51	 4	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000130699	TAF4	0.51	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000104823	ECH1	0.51	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000110318	CEP126	0.51	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000135547	HEY2	0.51	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000170004	CHD3	0.51	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000176746	MAGEB6	0.51	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000141644	MBD1	0.51	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000140941	MAP1LC3B	0.49	 4	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000085978	ATG16L1	0.48	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000188554	NBR1	0.46	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000172058	SERF1A	0.44	 1	"HTT"	"A:unspecified role, B:stimulator"
ENSG00000205572	SERF1B	0.44	 1	"HTT"	"A:unspecified role, B:stimulator"
ENSG00000057663	ATG5	0.43	 4	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000099864	PALM	0.40	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000133104	SPART	0.40	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000154710	RABGEF1	0.40	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000145107	TM4SF19	0.40	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000169193	CCDC126	0.40	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000148334	PTGES2	0.40	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000198934	MAGEE1	0.40	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000180370	PAK2	0.40	 2	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000135248	GARIN1B	0.40	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000101888	NXT2	0.40	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000169062	UPF3A	0.40	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000137309	HMGA1	0.40	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000027001	MIPEP	0.40	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000169018	FEM1B	0.40	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000136930	PSMB7	0.40	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000198363	ASPH	0.40	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000166181	API5	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000141027	NCOR1	0.37	 3	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000197372	ZNF675	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
ENSG00000121297	TSHZ3	0.37	 1	"HTT"	"A:unspecified role, B:unspecified role"
